PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
O15381,30765.46875,32025.70117,30596.35742,31470.26367,30810.6543,31501.86914,31729.74414,31300.63281,28745.67773,31019.29297,32485.57031,36662.74219
O15397,31784.99805,29648.13867,29005.64844,27535.9668,26294.80859,28042.17188,26892.30664,26810.04883,5590.187012,7522.065918,5115.470703,20198.88477
O15400,56362.17188,49381.55469,39678.69531,54498.12109,65374.67188,45231.27734,40299.14844,37728.44922,2387.296387,3272.457764,4811.999023,3260.043945
O15417,13418.23047,12344.17969,11546.95508,9804.845703,16262.15723,9793.97168,8603.541016,8238.923828,18622.88672,18837.16016,19231.51953,17717.88281
O15427,29144.48438,4887.135254,26139.89648,15550.5498,25199.10742,11864.84082,13982.53516,13878.59473,24005.30664,23172.77148,23358.27734,17723.96094
O15446,125588.3438,123491.0078,119948.7109,130718.9766,109344.3281,120822.9609,115134.7578,135355.375,31134.9082,29416.55273,30162.05859,21671.16602
O15479,28982.25391,25448.9707,25903.14844,26262.97656,28242.42578,22280.66992,23371.84766,22647.94922,22439.26172,26581.11523,26673.1875,23597.49219
O15498,30185.02734,24505.78711,28333.65039,25715.01563,25841.95117,25556.99219,25584.17383,22703.57227,19561.95703,19355.79883,18947.63281,19246.23047
O15504,21202.11719,18815.00781,22072.51953,20883.89063,22429.16797,21572.91016,20364.39844,20615.16406,10626.48828,6050.91748,12185.50391,6217.237305
O15533,11195.76074,18816.54297,5347.585449,22607.54492,11862.13867,32979.11328,7035.005859,2537.991943,38113.04297,39009.88281,40458.60156,49130.33984
O15541,38716.625,39927.14844,46356.61719,48701.01172,55650.46875,46894.96094,36652.28125,43845.98438,44326.41797,48705.91406,46297.10547,50544.69922
O15550,4729.227539,3534.32373,2766.274414,2954.622314,10459.09766,2965.873047,3302.529541,2245.924805,69864.85156,68040.79688,61817.48047,56207.45703
O43143,93059.39063,90288.35156,91304,91240.10938,91221.40625,88715.375,89616.91406,90626.82031,45347.17969,47500.42188,49020.78516,42155.59375
O43148,40304.77734,38127.72656,39666.09766,41510.10547,36229.85938,37074.23438,38348.20313,38143.19922,21916.18164,17865.23047,17492.30469,16404.01953
O43156,57078.23047,60617.92578,55157.52734,53951.14453,58742.10547,40309.88281,41026.48438,42530.06641,32062.98047,26580.78906,33000.65625,17055.28516
O43159,33380.65625,29982.42578,32066.43555,31385.79688,33559.54688,32973.02734,34609.17969,33836.07031,58103.33594,59378.91406,57999.125,62271.79688
O43164,17060.33789,20399.68359,18546.33789,18905.30469,15791.11426,14127.94141,13409.85742,14855.64063,29154.28711,31380.35156,30030.11523,34377.82422
O43169,16950.35352,16900.36133,19740.52734,15345.50098,14617.5498,16942.83594,14504.48633,8287.725586,22718.03125,22631.87695,23538.44141,26251.71484
O43172,23785.38086,24281.63086,21545.82813,21379.04297,25150.95898,21589.92773,21461.43164,19569.25,22063.54883,14006.97656,12414.41016,14348.54004
O43175,75980.84375,74295.11719,72537.53125,73452.1875,65888.4375,63137.08203,64242.59766,60427.71484,24284.33594,24693.02344,23318.11523,25967.625
O43189,55547.40625,24683.64844,32443.66016,30618.77539,55157.30469,9817.579102,7584.650879,9603.319336,10564.91602,10590.1377,8268.858398,11265.39063
O43237,24786.58594,23606.4375,21757.94531,19242.29297,20799.65039,19045.54102,17727.06836,17519.55469,31256.45703,30331.50781,30154.02734,27952.77148
O43242,31709.35938,31784.25391,33068.53906,33971.10547,27501.75,26939.9668,27436.94727,30084.00781,25247.23633,22246.25781,23164.26367,25504.06641
O43248,12360.00977,9912.394531,15791.4541,11084.33105,14519.80273,16896.14258,8700.021484,20141.92188,24983.59961,26461.53711,27072.24805,23251.73047
O43251,78571.08594,68979.71875,74492.29688,85091.23438,79433.34375,69696.53906,69731.02344,59062.83203,42902.50391,40307.03516,42049.07813,43031.72266
O43252,36293.73828,35760.06641,33260.16406,34968.35547,35362.30859,31825.18359,30695.73828,29809.43359,14252.50195,13956.94238,18027.4668,44446.94531
O43264,38415.47266,38635.28125,39553.9375,38020,37615.04688,36698.48828,38263.38672,38108.07422,72480.35156,72262.79688,71874.17969,76498.90625
O43290,43088.53125,43971.76172,42950.08984,43052.82813,46492.5625,46289.01563,45625.52344,46919.31641,22551.0918,23368.03711,20560.75,23822.83203
O43293,26393.33008,20400.33008,22370.94141,19963.76172,28383.9707,22081.20703,18695.55078,16745.40039,22643.8418,21956.40234,24596.36719,21268.09961
O43294,10540.86133,6855.317383,7719.458984,4758.398926,13651.99805,7300.234375,8318.763672,4278.91748,104749.8203,111939.5547,128129.7734,118950.4063
O43299,33195.8125,3910.548096,26540.75781,29138.51172,31375.9082,25314.03516,34438.22266,30774.47266,19840.0957,14461.03223,18319.48242,16593.58984
O43301,29002.01172,24355.22266,26808.69922,25207.92969,27638.68555,25199.32813,24474.18359,6374.408203,41074.62891,41721.97656,42233.59766,39964.95703
O43314,15454.19043,16596.42383,11748.26563,14843.01172,14507.53418,12086.25781,13800.29102,7849.291016,34765.71094,33666.69922,32925.34375,36681.5625
O43318,93082.64063,104461.0313,84570.03125,78576.00781,58825.05469,68811.89844,81295.57031,65378.98828,41638.83203,42998.07813,43974.875,42988.23828
O43379,46410.6875,44610.9375,47044.74219,49001.67578,38484.32813,43272.26563,44580.41406,42555.18359,22960.59766,21294.17773,22482.12891,21156.47656
O43390,108751.1797,111059.6016,111601.25,110169.7734,102086.2422,97719.48438,100962.3359,103910.2813,25384.85742,24335.0918,25087.47266,27438.75195
O43395,54121.23438,52631.3125,53968.31641,54228.58594,58186.32422,54522.94922,56602.07031,56267.03125,14207.34668,14354.37598,13632.36621,18882.75781
O43396,48602.84766,45673.81641,46077.8125,46908.40625,45636.49219,42345.00391,38315.79688,38399.75,47601.19531,49796.31641,48647.82031,49543.86719
O43399,43806.82422,38226.96484,41403.61328,44645.19922,36688.59766,28792.94336,29467.84766,34309.70703,21846.69531,19252.27539,20779.39063,18541.51172
O43414,23172.25586,29249.34961,25515.74805,25691.89844,18234.83789,24920.73438,25948.19141,26118.51172,5856.866211,5436.768555,2628.12915,4078.261963
O43422,15005.66211,11861.44629,10528.18457,11870.24023,17344.45898,7306.084473,11194.5498,8323.930664,37340.62109,35842.39844,36901.07031,33244.04688
O43432,20928.75195,20150.51953,17223.35156,16766.44531,15519.07031,9118.173828,7413.305176,6750.753906,33603.20313,30034.33789,30308.89258,31158.07813
O43435,70938.78906,51617.6875,58261.125,57375.03125,67955.21094,50818.63672,48153.78906,46223.64063,46241.3125,45831.34375,46171.23828,42733.80859
O43447,96826.17969,99312.07813,102375.6797,110207.125,101112.875,109595.0469,110520.8438,124326.6328,14820.18457,10572.70605,17396.45508,13502.43066
O43463,3468.447266,4887.160645,3973.367676,3735.114502,4716.374023,5057.750488,2648.626953,3690.921387,55132.98438,59844.32813,53585.64453,75773.03125
O43482,19007.70703,5574.98584,8006.924316,19924.67188,15819.71582,12241.10938,24522.04688,12841.04492,8003.549316,7522.755859,9636.94043,8325.430664
O43488,23417.41406,22556.74414,22187.44922,21078.08398,21074.00586,20935.71484,20140.08203,19659.27344,70790.46875,66519.82031,65819.82813,62814.57422
O43491,169556.5156,145720.2031,170935.9063,176771.0156,185235.1406,140054.2031,154948.6563,169389.1406,39235.59766,39760.58203,40147.0625,36758.71094
O43583,21277.7207,26533.91016,20226.43359,18517.74219,14900.76953,15517.73535,16968.74609,14043.17285,37567.55469,37836.83203,38837.41016,38813.33594
O43592,33448.30078,31286.07813,31201.99023,31881.85938,29743.50586,30348.39844,30839.37891,28924.16406,20407.95703,21229.85547,21141.18359,22624.17188
O43598,65845.00781,68951.29688,72629.35156,73888.21094,39844.07813,57713.01953,64238.59375,63615.09375,23371.04102,10971.23926,14613.75586,17309.22266
O43633,77221.67188,68607.375,80786.3125,84146.25781,72977.29688,72966.79688,69750.82031,80698.11719,29185.24414,27301.69727,27656.28711,25670.09961
O43660,41572.38281,44469.46484,43846.1875,42624.1875,43730.23047,45590.93359,45079.55859,44286.60156,1588.296021,3057.318848,2157.356689,3184.374023
O43663,32741.28516,31594.14063,31918.50781,30716.34766,31839.98633,31626.71094,31102.35938,31007.27344,17993.42188,17266.60742,17515.86133,15060.11426
O43665,53445.94922,46227.56641,55702.57422,46363.11719,53635.70313,40648.42578,43622.69141,42732.92578,18347.42773,19734.48047,16242.32422,20909.98047
O43670,161386.8906,172422.7969,156549.625,153801.3281,157046.4844,155050.375,172021.5,156904.0938,77726.71094,84229.5,89961.64844,99699.99219
O43681,13434.29883,11584.04883,13148.71484,15049.20215,12364.36133,12799.24219,11037.78125,16415.48242,61041.01563,61880.9375,63626.90234,58457.32031
O43684,74608.77344,77162.77344,75912.07031,72590.13281,73540.75,69876.76563,70369.53906,70591.25,33182.35156,33328.30469,31953.32422,29256.65039
O43707,97919.45313,100831.0078,101343.2109,101856.5313,103635.8047,106306.8594,107384.5156,109749.3281,64115.94141,66063.92969,72196.24219,55035.73438
O43709,46644.36328,37470.86719,40278.46094,42034.02734,48267.85547,39902.89063,36996.55078,37141.74219,19880.83398,19405.14258,17576.55859,23727.16992
O43719,42183.08203,39557.0625,41662.41406,45161.33594,44398.14844,41795.60938,42403.92188,44911.5625,51467.47656,52391.33203,55730.86328,53340.33984
O43747,27302.38281,24958.21094,28974.75977,27703.25195,21200.96094,22167.54688,22967.08789,23661.10938,48478.75,46996.55469,52845.01953,53979.98828
O43765,23176.06055,22901.22852,21320.59375,21956.29883,24112.97266,18511.36914,16332.42871,18356.05664,34684.62891,34583.71875,32735.24414,36417.36719
O43768,99902.23438,85028.82031,88257.92188,81087.92969,85056.07031,77500.4375,80867.66406,74765.875,248759.9844,166722.625,233694.0625,106325.7031
O43776,36409.80859,37419.37109,36131.76172,38786.20703,32330.66406,33902.53516,34155.5,34905.23438,23185.68164,21188.18945,22383.93359,19107.67188
O43805,52030.30469,48635.58984,49376.57031,50657.51953,48123.5625,40100.27344,49734.24609,50555.15625,26504.72461,28310.80664,30877.10156,24193.28516
O43809,150185.8594,147885.9688,155035.7031,151493.375,141865.5156,140625.7031,155330.6406,152463.4688,35983.05078,36798.86328,36505.78516,35179.41406
O43813,32174.86523,31788.03711,31166.48633,28904.96094,32297.57227,31282.94531,31083.25195,24158.7168,19978.25391,19091.34961,18525.97852,20016.4082
O43815,17642.51563,13000.95703,11814.28223,16847.17578,12062.30273,12848.0752,13016.45996,8229.046875,41743.17578,43608.67969,43286.04688,44952.11328
O43818,27521.52539,26649.68359,26899.40625,24761.17773,21508.37695,25461.72266,22221.31641,24164.45313,11788.5127,13025.39746,10873.47852,17774.83398
O43823,32590.10938,28745.67773,31019.29297,32485.57031,36662.74219,30506.74805,30283.38086,27575.35938,34433.12109,34075.05078,34820.12109,33110.28516
O43829,4612.064941,5590.187012,7522.065918,5115.470703,20198.88477,30784.22266,32803.67969,28843.66406,18679.54688,17485.25977,11573.45898,17934.01758
O43837,3006.334473,2387.296387,3272.457764,4811.999023,3260.043945,7396.484375,4305.075195,6330.416992,37229.14453,35259.22266,35675.57813,34866.51953
O43847,19686.94531,18622.88672,18837.16016,19231.51953,17717.88281,19103.72266,16041.08789,19830.68555,16679.40234,15757.78613,16096.01953,18463.69727
O43852,21805.17969,24005.30664,23172.77148,23358.27734,17723.96094,13690.68262,17687.8457,16163.19531,25464.47656,24208.2832,24367.73438,26210.58789
O43865,29959.75781,31134.9082,29416.55273,30162.05859,21671.16602,25704.31641,25037.36719,24955.4375,35935.13281,33262.51563,33413.38281,34784.68359
O43913,21819.62891,22439.26172,26581.11523,26673.1875,23597.49219,26704.55273,23799.50977,29080.85547,31178.2832,31734.17773,33460.19141,36228.54297
O43929,21290.12305,19561.95703,19355.79883,18947.63281,19246.23047,20248.40234,20517.92383,17864.88281,19776.43359,20860.89648,19677.41016,26446.04492
O43933,16240.00684,10626.48828,6050.91748,12185.50391,6217.237305,8897.75293,4599.540527,16155.75195,34695.85156,33448.88281,33539.04688,35545.125
O60216,44219.89844,38113.04297,39009.88281,40458.60156,49130.33984,38680.75781,37322.97266,37033.0625,14248.15723,13321.99023,11516.12988,15084.0918
O60231,49384.5,44326.41797,48705.91406,46297.10547,50544.69922,44812.46484,45528.37109,42660.33203,44823.87109,44070.98828,45196.64453,44796.32422
O60232,71059.03125,69864.85156,68040.79688,61817.48047,56207.45703,63464.13281,67496.875,66908.10156,10658.50391,12572.93262,10665.41406,9776.316406
O60237,58571.13672,45347.17969,47500.42188,49020.78516,42155.59375,45717.90625,43858.05859,44957.45703,18164.03516,16671.46875,22180.98047,15659.43262
O60244,18745.6875,21916.18164,17865.23047,17492.30469,16404.01953,17264.79102,18233.04883,18965.50195,18527.93945,16601.71094,17478.66211,19049.70117
O60256,33077.49219,32062.98047,26580.78906,33000.65625,17055.28516,21238.28711,24604.76563,21516.50195,4022655.75,2315141.25,3618069,3875663.25
O60264,60896.21484,58103.33594,59378.91406,57999.125,62271.79688,58432.93359,60263.42969,60322.19531,40685.37891,47627.77344,45335.82031,34419.5
O60271,34608.76953,29154.28711,31380.35156,30030.11523,34377.82422,28097.62695,24636.94141,22783.51953,26324.10156,25936.73633,25116.74219,20118.47852
O60287,22946.35156,22718.03125,22631.87695,23538.44141,26251.71484,23573.48242,22700.79297,24470.80859,35500.49609,36565.21094,35115.52734,29294.95898
O60292,14559.86816,22063.54883,14006.97656,12414.41016,14348.54004,19106.60156,20252.2832,16514.75586,42385.26172,43435.99219,42031.6875,44229.76172
O60293,24440.19922,24284.33594,24693.02344,23318.11523,25967.625,27600.35742,26191.90234,26114.86328,22218.24219,17036.8125,18309.58984,20363.70313
O60294,10867.90625,10564.91602,10590.1377,8268.858398,11265.39063,9510.995117,8668.224609,9349.447266,17824.88477,17588.46875,15776.39941,15982.35352
O60306,31909.19531,31256.45703,30331.50781,30154.02734,27952.77148,30474.18164,29357.57227,28293.96484,23730.9375,22326.60547,25267.05273,33651.42969
O60318,23311.38867,25247.23633,22246.25781,23164.26367,25504.06641,24256.71484,22427.0625,22022.73438,14987.28711,24671.32813,23451.23633,25187.65234
O60333,27087.17969,24983.59961,26461.53711,27072.24805,23251.73047,27394.94727,26932.78516,25607.23047,21049.66211,24859.22656,27031.66602,27039.80469
O60341,43093.58594,42902.50391,40307.03516,42049.07813,43031.72266,42366.71875,41075.03906,40622.3125,45923.47266,51884.85938,49149.56641,56634.11328
O60427,9110.46582,14252.50195,13956.94238,18027.4668,44446.94531,27321.58398,49280.72656,46296.54688,18131.94336,15236.00098,13816.73926,15450.91113
O60437,70209.0625,72480.35156,72262.79688,71874.17969,76498.90625,78887.1875,77153.65625,76939.15625,42432.61719,46535.85156,48389.09766,42295.90625
O60443,25089.86719,22551.0918,23368.03711,20560.75,23822.83203,21290.64063,20777.96094,19703.11719,19459.63086,20884.74609,20542.03516,23180.45508
O60488,22192.10547,22643.8418,21956.40234,24596.36719,21268.09961,20340.02539,18016.56055,20183.56836,113403.8672,122963.0781,125743.5391,131222.6719
O60493,125293.5781,104749.8203,111939.5547,128129.7734,118950.4063,102313.1016,102026.0156,107280.6328,35701.59375,38925.06641,34425.25391,44093.82031
O60499,19712.58008,19840.0957,14461.03223,18319.48242,16593.58984,11793.01563,18880.90039,15816.17773,153071,152231.7656,154153.5469,150726.4219
O60502,39818.99219,41074.62891,41721.97656,42233.59766,39964.95703,43773.11328,40532.73047,43106.35547,26687.10352,27851.30078,26134.09766,29349.0957
O60504,34878.76953,34765.71094,33666.69922,32925.34375,36681.5625,31944.34766,33640.38672,31791.17188,29871.41797,20061.38086,27595.78906,34276.39453
O60506,42359.58594,41638.83203,42998.07813,43974.875,42988.23828,36627.73828,40545.07031,41148.67969,7664.623535,6279.927246,11668.6416,17089.03906
O60508,23482.96289,22960.59766,21294.17773,22482.12891,21156.47656,23221.98828,23569.4043,21625.38281,28118.06445,29678.87891,28264.20508,26966.94336
O60518,24872.74414,25384.85742,24335.0918,25087.47266,27438.75195,26588.16797,25856.80664,25230.78906,59260.33984,62375.71484,66825.23438,58058.94531
O60547,17154.39648,14207.34668,14354.37598,13632.36621,18882.75781,14466.60645,11249.61719,13566.29004,54026.61328,53512.38281,56322.86719,54746.99609
O60563,48822.24609,47601.19531,49796.31641,48647.82031,49543.86719,49607.03516,52028.28516,47320.24219,7257.522461,10141.33984,6709.223633,7259.131348
O60566,19758.51367,21846.69531,19252.27539,20779.39063,18541.51172,19266.38281,20542.1875,18751.60547,15504.91797,15839.9248,15869.88574,14796.89844
O60568,7098.984375,5856.866211,5436.768555,2628.12915,4078.261963,4452.034668,7152.331055,3371.329346,41994.25781,42865.53906,43630.02344,39588.53906
O60610,36183.8125,37340.62109,35842.39844,36901.07031,33244.04688,33858.44531,32456.65039,32145.37695,21883.66992,28227.11133,30177.86523,31524.52344
O60645,31670.4707,33603.20313,30034.33789,30308.89258,31158.07813,34822.83203,30509.81836,31323.80859,16186.30664,17352.13086,20651.29297,20253.27539
O60664,49471.66406,46241.3125,45831.34375,46171.23828,42733.80859,37870.32813,38589.29688,38893.47656,100541.9844,106015.7422,106994.0547,107799.5781
O60671,14778.70117,14820.18457,10572.70605,17396.45508,13502.43066,18681.76758,19496.18359,19509.04883,31554.29883,31854.32422,26241.74805,33919.77344
O60675,55190.65625,55132.98438,59844.32813,53585.64453,75773.03125,69255.48438,73050.78906,73284.38281,8856.933594,10526.79883,10899.53223,13362.24805
O60678,10085.08594,8003.549316,7522.755859,9636.94043,8325.430664,9166.162109,8253.885742,7010.978027,5277.717285,5629.481445,5822.70752,13118.57324
O60684,65979.00781,70790.46875,66519.82031,65819.82813,62814.57422,67923.14844,63260.66797,64459.08594,37211.71094,37623.46484,34621.92578,39412.69141
O60701,42845.17578,39235.59766,39760.58203,40147.0625,36758.71094,30508.58203,32585.94922,32078.47266,14264.96289,13143.78711,12484.86719,13894.92578
